CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
203045,0,41,Company Invited,1,23,Small Business,Male,3,5,Deluxe,3,Unmarried,8,0,5,1,2,Manager,23772
203837,0,28,Self Enquiry,3,16,Small Business,Male,3,4,Deluxe,3,Unmarried,3,0,1,0,2,Manager,22783
201909,1,31,Company Invited,1,26,Salaried,Male,3,3,Standard,3,Married,4,0,3,1,0,Senior Manager,24824
200695,1,37,Self Enquiry,3,6,Salaried,Male,2,4,Standard,3,Divorced,6,0,2,1,1,Senior Manager,25609
200278,0,26,Company Invited,1,6,Salaried,Female,2,3,Deluxe,4,Married,2,0,5,0,1,Manager,21397
202607,0,58,Self Enquiry,1,31,Salaried,Male,3,3,Standard,3,Married,5,1,4,1,2,Senior Manager,28117
202659,0,42,Self Enquiry,3,13,Salaried,Female,4,4,Standard,3,Single,5,1,2,0,2,Senior Manager,32269
202710,0,32,Self Enquiry,1,30,Small Business,Male,4,5,Deluxe,3,Divorced,2,0,3,1,2,Manager,24260
202595,0,36,Self Enquiry,3,7,Small Business,Male,4,4,Standard,4,Divorced,3,0,4,1,3,Senior Manager,25973
202024,0,27,Self Enquiry,1,13,Small Business,Female,2,4,Deluxe,5,Unmarried,1,0,3,1,0,Manager,21811
200542,0,38,Self Enquiry,1,6,Salaried,Female,2,3,Standard,3,Unmarried,5,1,2,0,1,Senior Manager,22861
204421,0,30,Self Enquiry,3,10,Small Business,Female,4,4,Deluxe,3,Married,3,0,1,0,1,Manager,24239
200406,0,52,Self Enquiry,1,9,Small Business,Male,2,4,Standard,3,Divorced,3,1,2,0,0,Senior Manager,22969
203055,0,36,Self Enquiry,1,14,Salaried,Male,3,4,Standard,3,Single,5,0,3,0,1,Senior Manager,28899
203836,0,36,Self Enquiry,3,14,Salaried,Female,3,4,Deluxe,3,Married,3,1,4,1,2,Manager,23882
204750,1,30,Self Enquiry,3,30,Salaried,Female,3,5,Standard,5,Married,3,0,3,1,2,Senior Manager,26014
202754,0,32,Self Enquiry,2,9,Salaried,Male,4,5,Deluxe,5,Divorced,5,0,3,0,2,Manager,25088
203485,0,29,Self Enquiry,3,12,Small Business,Male,3,4,Deluxe,5,Unmarried,2,0,1,1,1,Manager,27141
204780,0,41,Company Invited,3,9,Small Business,Male,4,4,Deluxe,4,Married,7,0,4,1,2,Manager,23005
204701,0,56,Company Invited,1,9,Salaried,Male,4,4,Standard,4,Married,5,0,1,0,2,Senior Manager,29654
200908,0,33,Self Enquiry,3,16,Small Business,Male,2,1,Standard,3,Married,1,1,4,1,1,Senior Manager,23380
201662,1,35,Self Enquiry,1,29,Salaried,Male,2,4,Deluxe,3,Married,4,1,4,1,0,Manager,20916
204111,0,43,Company Invited,1,28,Small Business,Female,3,4,Deluxe,3,Married,4,0,1,0,1,Manager,23943
204578,0,37,Self Enquiry,1,21,Salaried,Male,4,4,Deluxe,3,Married,2,1,5,1,1,Manager,25264
203962,0,47,Company Invited,3,12,Small Business,Male,4,4,Deluxe,3,Unmarried,6,1,5,1,2,Manager,24450
200974,0,27,Company Invited,3,8,Salaried,Male,2,5,Deluxe,3,Single,4,0,4,1,1,Manager,20071
203478,0,46,Self Enquiry,1,27,Small Business,Male,4,6,Standard,5,Married,4,1,3,0,1,Senior Manager,29529
202524,0,31,Self Enquiry,1,7,Salaried,Male,3,5,Deluxe,3,Divorced,3,1,2,1,2,Manager,23804
201198,0,33,Company Invited,3,22,Salaried,Female,2,3,Deluxe,3,Married,2,1,1,0,0,Manager,20368
203831,0,30,Self Enquiry,1,7,Salaried,Male,3,4,Deluxe,5,Married,2,0,3,1,1,Manager,24051
200832,0,37,Self Enquiry,1,31,Small Business,Female,2,4,Deluxe,3,Married,1,0,3,0,1,Manager,20731
200829,1,33,Self Enquiry,3,15,Small Business,Female,3,3,Deluxe,5,Unmarried,1,1,3,0,1,Manager,23224
202174,0,35,Self Enquiry,3,9,Salaried,Male,3,3,Standard,3,Married,7,0,5,0,2,Senior Manager,22823
200650,0,43,Company Invited,1,6,Salaried,Female,2,3,Deluxe,3,Divorced,5,0,2,1,1,Manager,20562
202193,0,46,Self Enquiry,1,13,Small Business,Male,3,3,Standard,3,Married,7,0,1,1,1,Senior Manager,25845
200124,1,31,Self Enquiry,3,12,Salaried,Male,3,5,Deluxe,3,Divorced,5,1,3,1,1,Manager,21172
201106,1,30,Self Enquiry,3,6,Salaried,Male,3,4,Deluxe,5,Married,2,0,4,1,1,Manager,24714
202198,0,54,Self Enquiry,1,23,Large Business,Female,2,3,Standard,3,Married,1,0,5,0,0,Senior Manager,25739
200979,0,34,Self Enquiry,1,35,Small Business,Male,2,3,Deluxe,3,Divorced,5,0,3,0,0,Manager,20429
204459,0,31,Self Enquiry,3,34,Small Business,Male,4,4,Deluxe,3,Married,2,0,3,1,3,Manager,23982
200304,0,39,Self Enquiry,1,6,Small Business,Male,2,2,Standard,3,Married,1,0,3,1,0,Senior Manager,24613
203817,0,39,Company Invited,1,15,Small Business,Female,3,5,Deluxe,4,Married,3,1,1,1,1,Manager,20811
201594,1,31,Self Enquiry,3,12,Salaried,Male,3,5,Deluxe,3,Married,5,1,3,0,2,Manager,21172
203423,0,35,Self Enquiry,1,36,Small Business,Male,3,4,Deluxe,3,Divorced,6,0,3,0,1,Manager,24107
203074,0,23,Self Enquiry,1,7,Salaried,Male,3,5,Deluxe,3,Divorced,8,0,2,1,1,Manager,23453
201306,0,31,Company Invited,3,13,Small Business,Female,3,3,Standard,5,Married,3,0,1,1,2,Senior Manager,24637
203999,0,57,Self Enquiry,1,14,Salaried,Male,3,6,Standard,3,Unmarried,6,0,1,0,1,Senior Manager,25938
202422,1,31,Self Enquiry,3,19,Small Business,Male,3,4,Deluxe,5,Married,6,1,1,1,0,Manager,17302
202558,0,35,Self Enquiry,1,13,Salaried,Female,3,5,Deluxe,4,Married,8,0,3,0,2,Manager,23183
202019,0,34,Self Enquiry,1,14,Small Business,Female,3,3,Deluxe,3,Single,4,0,4,0,1,Manager,21142
202647,0,41,Self Enquiry,1,26,Small Business,Male,3,4,Deluxe,3,Divorced,2,1,2,1,2,Manager,21419
200705,0,39,Self Enquiry,3,8,Salaried,Male,2,1,Standard,3,Unmarried,1,0,2,1,1,Senior Manager,22880
202282,0,43,Company Invited,1,33,Salaried,Female,2,3,Standard,5,Married,1,0,4,1,0,Senior Manager,25820
202011,0,36,Company Invited,1,14,Salaried,Female,3,1,Standard,5,Married,1,0,3,0,1,Senior Manager,26713
203163,0,48,Self Enquiry,3,11,Salaried,Female,3,4,Deluxe,3,Unmarried,3,1,3,1,2,Manager,22841
202510,0,37,Company Invited,1,18,Salaried,Male,4,5,Deluxe,4,Unmarried,3,0,4,1,2,Manager,25177
203543,0,46,Self Enquiry,1,7,Large Business,Male,4,4,Standard,4,Married,3,0,3,1,2,Senior Manager,26119
202441,1,51,Self Enquiry,3,16,Salaried,Female,3,3,Standard,4,Married,6,0,1,1,2,Senior Manager,28142
201999,0,38,Self Enquiry,1,6,Salaried,Female,2,1,Deluxe,3,Unmarried,1,0,1,0,0,Manager,22625
203339,0,32,Self Enquiry,1,18,Small Business,Male,4,4,Deluxe,5,Divorced,3,1,2,0,3,Manager,25511
201835,0,46,Company Invited,1,13,Small Business,Female,1,3,Deluxe,3,Married,3,0,5,1,0,Manager,20258
204110,0,36,Company Invited,1,9,Small Business,Female,3,4,Deluxe,4,Unmarried,7,0,1,0,1,Manager,23103
204402,0,43,Self Enquiry,1,9,Salaried,Female,3,4,Deluxe,3,Married,3,0,1,0,1,Manager,22767
203392,0,31,Self Enquiry,1,24,Small Business,Female,4,4,Standard,5,Divorced,3,1,4,0,3,Senior Manager,30594
202412,1,36,Self Enquiry,3,16,Small Business,Male,2,4,Standard,5,Married,1,0,5,0,0,Senior Manager,22094
203748,0,41,Self Enquiry,1,19,Salaried,Female,3,4,Deluxe,5,Married,4,0,1,1,2,Manager,23126
200359,0,36,Company Invited,3,9,Small Business,Male,2,4,Standard,3,Divorced,5,0,2,0,1,Senior Manager,24699
203964,1,49,Self Enquiry,1,7,Salaried,Male,4,5,Standard,3,Unmarried,2,1,5,0,1,Senior Manager,24059
201158,0,37,Self Enquiry,1,25,Salaried,Male,2,3,Deluxe,3,Married,4,0,1,0,0,Manager,20768
202955,0,37,Self Enquiry,1,16,Small Business,Male,3,5,Deluxe,4,Married,4,1,4,1,1,Manager,27525
204792,0,43,Company Invited,2,9,Small Business,Male,4,2,Deluxe,5,Married,2,0,1,1,2,Manager,24950
201623,0,45,Self Enquiry,1,15,Salaried,Male,2,3,Deluxe,4,Married,1,0,4,1,0,Manager,17348
201876,0,52,Self Enquiry,1,9,Small Business,Male,2,4,Standard,3,Married,3,1,1,1,0,Senior Manager,22969
201757,0,38,Self Enquiry,1,29,Salaried,Male,2,3,Deluxe,3,Married,1,0,3,0,1,Manager,20745
202287,0,36,Company Invited,1,24,Salaried,Male,3,3,Deluxe,3,Unmarried,3,0,3,0,1,Manager,22779
204218,0,40,Self Enquiry,1,7,Small Business,Male,3,2,Standard,3,Married,2,0,3,1,1,Senior Manager,28291
201162,1,35,Self Enquiry,3,16,Small Business,Male,2,4,Standard,5,Married,1,0,5,1,1,Senior Manager,25306
200966,1,58,Self Enquiry,1,13,Small Business,Female,2,4,Standard,5,Divorced,1,1,4,1,0,Senior Manager,25008
203431,0,52,Company Invited,3,9,Small Business,Male,3,4,Standard,4,Divorced,4,0,4,0,1,Senior Manager,29274
202279,0,28,Self Enquiry,1,9,Small Business,Female,3,3,Standard,4,Married,1,0,4,0,0,Senior Manager,22655
201945,0,26,Self Enquiry,3,34,Small Business,Male,3,3,Deluxe,4,Married,2,0,3,0,0,Manager,21272
200053,0,35,Company Invited,1,17,Small Business,Male,3,4,Standard,5,Divorced,3,1,5,1,1,Senior Manager,24884
202165,1,37,Self Enquiry,3,6,Salaried,Male,2,4,Standard,3,Married,6,0,1,1,1,Senior Manager,25609
203201,0,35,Self Enquiry,3,7,Small Business,Male,4,2,Deluxe,3,Married,2,0,5,1,3,Manager,28403
200541,0,36,Company Invited,1,14,Salaried,Female,3,2,Standard,5,Divorced,1,0,3,0,0,Senior Manager,26713
200121,0,33,Company Invited,3,28,Small Business,Male,3,3,Deluxe,4,Divorced,1,0,2,0,1,Manager,21146
201105,0,33,Self Enquiry,3,14,Salaried,Male,2,3,Deluxe,5,Married,3,0,5,1,0,Manager,21392
202636,1,36,Self Enquiry,1,30,Salaried,Male,3,5,Deluxe,3,Divorced,5,1,4,1,2,Manager,24594
201062,0,44,Company Invited,1,8,Small Business,Male,2,3,Standard,3,Unmarried,6,1,1,0,1,Senior Manager,25209
203551,0,39,Company Invited,2,17,Salaried,Male,4,4,Deluxe,3,Married,5,0,3,0,3,Manager,24755
200611,0,35,Self Enquiry,1,13,Salaried,Male,2,3,Standard,3,Unmarried,4,0,3,0,0,Senior Manager,25221
203619,0,40,Self Enquiry,1,19,Small Business,Male,4,4,Deluxe,4,Married,6,0,3,1,2,Manager,23973
201903,0,46,Self Enquiry,3,16,Small Business,Female,3,4,Standard,3,Married,3,1,1,0,0,Senior Manager,24071
200787,0,55,Company Invited,1,8,Salaried,Male,3,3,Standard,4,Divorced,4,0,2,1,1,Senior Manager,25976
204414,0,33,Self Enquiry,1,16,Salaried,Female,4,4,Deluxe,3,Married,3,1,5,1,3,Manager,25000
203626,0,37,Company Invited,1,7,Small Business,Female,3,5,Deluxe,3,Married,2,0,5,1,2,Manager,23052
200747,0,38,Self Enquiry,3,9,Salaried,Male,2,3,Deluxe,3,Unmarried,1,1,3,1,1,Manager,21861
204046,1,32,Self Enquiry,3,27,Salaried,Female,4,6,Deluxe,3,Married,5,1,3,0,3,Manager,23237
203555,1,54,Self Enquiry,1,9,Large Business,Female,4,5,Standard,3,Married,2,0,5,1,3,Senior Manager,28847
202576,1,32,Self Enquiry,3,27,Salaried,Female,4,6,Deluxe,3,Divorced,5,1,3,1,1,Manager,23237
202276,0,52,Self Enquiry,1,5,Salaried,Male,2,3,Standard,4,Unmarried,1,0,3,1,1,Senior Manager,25445
203082,0,26,Self Enquiry,3,11,Small Business,Male,3,5,Deluxe,5,Divorced,3,0,3,1,2,Manager,22934
202178,0,36,Company Invited,3,14,Large Business,Male,2,3,Deluxe,3,Married,5,0,3,1,1,Manager,20079
202743,0,52,Self Enquiry,1,9,Small Business,Male,3,6,Deluxe,4,Married,7,0,2,0,1,Manager,24160
203418,0,28,Company Invited,3,9,Salaried,Male,3,6,Deluxe,3,Unmarried,5,0,4,1,2,Manager,23749
203563,0,39,Self Enquiry,3,21,Salaried,Male,4,4,Deluxe,4,Married,2,0,5,1,3,Manager,28602
203810,0,40,Company Invited,3,28,Salaried,Female,3,6,Deluxe,3,Married,8,0,5,0,1,Manager,24414
204497,0,35,Self Enquiry,3,15,Salaried,Female,4,4,Deluxe,5,Married,7,0,1,1,3,Manager,25178
200467,0,37,Company Invited,3,15,Small Business,Male,3,3,Standard,4,Married,2,0,2,1,0,Senior Manager,23834
204225,0,46,Company Invited,1,14,Salaried,Male,4,4,Standard,5,Married,3,0,1,1,1,Senior Manager,23888
202349,0,60,Self Enquiry,3,13,Small Business,Male,2,1,Deluxe,3,Married,1,1,5,0,0,Manager,20220
204698,0,39,Self Enquiry,1,24,Salaried,Female,4,5,Standard,3,Married,2,0,1,1,3,Senior Manager,27501
202663,0,55,Self Enquiry,3,10,Small Business,Female,3,4,Deluxe,5,Divorced,4,0,4,1,2,Manager,24618
201587,0,36,Company Invited,3,17,Large Business,Female,3,3,Standard,3,Married,1,0,5,0,2,Senior Manager,24738
204117,0,41,Self Enquiry,1,26,Small Business,Male,2,4,Deluxe,3,Married,2,1,1,1,1,Manager,21419
203269,0,30,Self Enquiry,1,15,Small Business,Male,4,5,Deluxe,3,Divorced,3,1,3,0,1,Manager,23734
203422,0,41,Self Enquiry,1,9,Small Business,Female,3,2,Deluxe,3,Married,7,0,3,1,1,Manager,25055
204137,0,39,Self Enquiry,3,10,Salaried,Male,4,4,Standard,3,Married,2,0,1,1,2,Senior Manager,29287
202657,0,52,Self Enquiry,1,15,Salaried,Male,3,5,Standard,4,Divorced,7,0,3,1,2,Senior Manager,31168
204385,0,39,Self Enquiry,1,17,Small Business,Female,4,4,Deluxe,3,Married,5,0,3,0,2,Manager,28502
203738,0,42,Self Enquiry,1,12,Salaried,Male,3,2,Deluxe,4,Unmarried,5,0,5,1,1,Manager,25548
202281,0,38,Self Enquiry,3,8,Small Business,Male,2,3,Standard,4,Unmarried,1,0,4,1,1,Senior Manager,22351
202382,1,26,Self Enquiry,1,13,Small Business,Female,2,4,Standard,5,Married,1,1,4,1,1,Senior Manager,17875
203941,0,43,Self Enquiry,3,15,Small Business,Male,3,4,Deluxe,4,Married,2,0,3,1,1,Manager,25503
204640,0,32,Company Invited,1,7,Salaried,Female,4,4,Deluxe,5,Married,3,0,5,1,1,Manager,22826
201041,0,28,Self Enquiry,3,11,Small Business,Male,2,3,Deluxe,5,Unmarried,1,0,1,1,0,Manager,23463
204217,0,32,Self Enquiry,3,14,Large Business,Male,4,2,Deluxe,3,Married,6,0,1,1,2,Manager,25607
204730,0,40,Company Invited,1,16,Salaried,Male,4,4,Deluxe,4,Unmarried,2,0,1,1,1,Manager,25460
204731,0,37,Company Invited,1,25,Salaried,Male,4,4,Deluxe,3,Unmarried,4,0,3,0,2,Manager,26457
203631,0,39,Company Invited,1,7,Salaried,Male,3,4,Deluxe,3,Married,2,0,5,1,1,Manager,23413
204829,1,22,Company Invited,3,25,Small Business,Female,4,4,Deluxe,3,Married,2,1,5,0,2,Manager,21303
202535,0,52,Self Enquiry,3,28,Small Business,Male,4,4,Deluxe,3,Unmarried,2,1,5,1,2,Manager,24119
202265,0,37,Self Enquiry,3,16,Salaried,Female,2,4,Deluxe,3,Married,3,1,4,1,1,Manager,21694
203687,0,46,Self Enquiry,2,11,Salaried,Female,3,6,Standard,3,Married,6,0,1,1,2,Senior Manager,28434
201167,1,35,Self Enquiry,3,21,Small Business,Male,2,5,Deluxe,3,Married,7,1,1,1,1,Manager,20440
203260,0,40,Company Invited,1,16,Salaried,Male,4,4,Deluxe,4,Unmarried,22,0,2,1,1,Manager,25460
201498,0,44,Self Enquiry,1,13,Small Business,Female,2,4,Standard,3,Married,4,0,4,0,0,Senior Manager,25248
203815,0,57,Self Enquiry,3,18,Small Business,Female,3,5,Deluxe,5,Married,6,0,5,0,2,Manager,24058
203616,0,30,Self Enquiry,3,17,Small Business,Male,3,5,Deluxe,3,Unmarried,2,0,4,1,1,Manager,24547
201956,0,37,Self Enquiry,3,8,Small Business,Male,3,3,Deluxe,3,Married,5,1,3,0,2,Manager,24602
200493,0,44,Self Enquiry,2,6,Salaried,Female,2,4,Deluxe,3,Single,5,0,5,1,1,Manager,20985
204241,1,40,Self Enquiry,3,10,Small Business,Female,3,4,Deluxe,3,Married,6,1,4,1,2,Manager,23916
203851,0,25,Self Enquiry,1,7,Salaried,Male,3,5,Deluxe,3,Unmarried,3,0,3,1,2,Manager,23295
200015,0,29,Self Enquiry,1,27,Salaried,Female,2,2,Standard,5,Married,2,0,5,1,1,Senior Manager,24980
203665,0,46,Company Invited,1,7,Salaried,Male,4,5,Standard,3,Married,5,0,1,1,3,Senior Manager,29426
201228,0,41,Company Invited,2,10,Salaried,Male,2,5,Deluxe,4,Married,7,0,5,0,1,Manager,21430
201928,0,40,Company Invited,3,34,Salaried,Male,2,5,Standard,5,Married,4,0,5,0,1,Senior Manager,25932
201920,0,31,Self Enquiry,3,8,Salaried,Male,3,3,Deluxe,3,Unmarried,5,1,5,1,1,Manager,21582
201622,0,53,Self Enquiry,3,12,Small Business,Male,2,3,Deluxe,3,Married,3,1,5,0,1,Manager,17306
202488,0,31,Company Invited,1,7,Small Business,Female,3,4,Deluxe,3,Unmarried,3,0,3,1,1,Manager,22689
200758,0,59,Self Enquiry,3,6,Large Business,Male,3,3,Standard,3,Divorced,4,1,2,0,1,Senior Manager,26904
200150,0,40,Company Invited,1,32,Small Business,Female,2,3,Deluxe,4,Married,2,0,2,1,0,Manager,20605
200486,0,37,Self Enquiry,3,8,Small Business,Male,3,3,Deluxe,3,Divorced,5,1,3,0,1,Manager,24602
202950,0,38,Self Enquiry,1,10,Salaried,Male,3,4,Standard,3,Divorced,3,0,2,1,1,Senior Manager,28112
203777,1,47,Self Enquiry,3,17,Salaried,Female,4,4,Standard,4,Married,7,0,1,0,3,Senior Manager,25992
203234,0,34,Self Enquiry,1,12,Salaried,Male,3,5,Standard,3,Married,6,0,3,0,1,Senior Manager,25797
200070,0,59,Company Invited,3,6,Salaried,Female,2,4,Deluxe,3,Single,1,0,5,1,1,Manager,20473
202800,0,43,Self Enquiry,1,9,Salaried,Male,4,5,Deluxe,3,Unmarried,5,0,2,0,2,Manager,25459
202532,0,31,Self Enquiry,1,9,Salaried,Male,3,5,Deluxe,3,Divorced,3,0,4,1,1,Manager,22830
202548,0,38,Company Invited,1,9,Salaried,Male,4,5,Deluxe,3,Married,7,0,2,0,2,Manager,23841
200507,0,29,Self Enquiry,3,9,Small Business,Female,3,3,Deluxe,3,Divorced,2,0,2,0,0,Manager,20561
203732,0,36,Company Invited,1,9,Small Business,Male,3,4,Deluxe,3,Married,4,0,3,0,2,Manager,24440
203434,0,34,Company Invited,3,12,Salaried,Male,4,4,Deluxe,3,Divorced,8,0,1,1,3,Manager,28676
203177,0,27,Self Enquiry,1,9,Small Business,Male,3,2,Deluxe,3,Divorced,3,0,3,1,2,Manager,24150
200928,1,44,Self Enquiry,1,21,Small Business,Female,3,3,Standard,3,Divorced,2,0,3,0,1,Senior Manager,22978
200790,0,33,Self Enquiry,1,11,Salaried,Male,2,4,Standard,3,Married,5,0,3,0,0,Senior Manager,22119
201628,0,40,Self Enquiry,3,10,Small Business,Male,3,4,Standard,3,Married,1,0,1,1,1,Senior Manager,25855
200548,0,43,Company Invited,3,21,Salaried,Male,2,4,Deluxe,3,Divorced,4,0,5,0,1,Manager,21804
204360,0,42,Company Invited,3,17,Salaried,Male,3,4,Deluxe,3,Unmarried,2,0,1,0,2,Manager,24908
204263,0,30,Company Invited,3,9,Salaried,Male,4,4,Deluxe,3,Married,3,0,1,1,2,Manager,23327
204389,0,27,Self Enquiry,3,35,Small Business,Male,4,4,Deluxe,4,Married,3,0,3,0,1,Manager,24950
200167,0,30,Self Enquiry,3,11,Salaried,Female,2,3,Standard,3,Divorced,3,0,4,1,1,Senior Manager,24419
204658,1,38,Self Enquiry,1,18,Small Business,Female,4,6,Deluxe,4,Married,7,0,4,1,1,Manager,23455
201075,0,32,Self Enquiry,1,16,Small Business,Male,1,3,Standard,3,Unmarried,3,0,1,0,0,Senior Manager,26244
204616,0,31,Self Enquiry,3,15,Salaried,Male,4,4,Standard,3,Married,7,0,3,1,1,Senior Manager,25942
204268,0,31,Company Invited,3,32,Large Business,Female,3,4,Deluxe,3,Married,2,1,3,1,2,Manager,23414
204703,1,45,Self Enquiry,2,7,Small Business,Male,4,5,Standard,5,Married,2,0,4,1,1,Senior Manager,29160
201358,0,31,Self Enquiry,3,16,Small Business,Female,2,3,Deluxe,3,Married,3,1,1,0,0,Manager,21583
204564,0,44,Company Invited,1,7,Salaried,Female,3,4,Deluxe,3,Married,6,0,1,1,2,Manager,24240
203281,0,41,Company Invited,1,16,Small Business,Female,3,4,Standard,3,Single,2,0,4,0,1,Senior Manager,32177
201941,0,38,Self Enquiry,1,16,Small Business,Female,3,3,Deluxe,3,Married,4,0,3,0,1,Manager,24824
201810,0,37,Self Enquiry,1,11,Small Business,Male,3,3,Deluxe,3,Married,1,0,3,1,2,Manager,21347
203179,0,49,Self Enquiry,1,13,Salaried,Male,4,5,Deluxe,3,Unmarried,4,0,2,0,1,Manager,22918
203903,0,30,Self Enquiry,1,20,Salaried,Male,3,5,Deluxe,4,Married,6,1,4,1,1,Manager,22703
202911,0,38,Company Invited,3,16,Small Business,Male,4,4,Standard,4,Married,3,0,2,1,1,Senior Manager,27512
202809,0,47,Company Invited,1,14,Small Business,Female,2,4,Deluxe,3,Divorced,4,0,5,0,1,Manager,23936
202496,0,45,Self Enquiry,3,7,Small Business,Female,4,4,Deluxe,5,Married,7,1,2,0,1,Manager,24132
201809,0,27,Self Enquiry,3,14,Small Business,Female,2,3,Deluxe,4,Married,2,0,1,0,1,Manager,21214
202445,0,50,Company Invited,1,15,Salaried,Male,4,5,Deluxe,4,Divorced,3,0,3,1,3,Manager,23808
202951,0,30,Self Enquiry,3,10,Small Business,Female,4,4,Deluxe,3,Divorced,3,0,2,0,1,Manager,24239
202579,0,37,Self Enquiry,1,13,Small Business,Male,3,4,Deluxe,4,Married,8,0,4,1,2,Manager,23619
202757,0,34,Company Invited,1,12,Salaried,Female,4,4,Standard,4,Divorced,8,0,3,1,3,Senior Manager,30556
203002,0,33,Company Invited,1,31,Salaried,Male,4,4,Deluxe,3,Divorced,3,0,4,1,1,Manager,23987
204538,0,54,Self Enquiry,3,14,Small Business,Female,4,5,Standard,3,Married,2,1,1,0,2,Senior Manager,29612
204282,1,41,Self Enquiry,3,29,Small Business,Male,4,5,Deluxe,3,Married,4,1,3,1,1,Manager,25058
202761,1,53,Self Enquiry,1,15,Small Business,Male,3,5,Deluxe,4,Divorced,4,0,2,1,2,Manager,23619
201298,1,46,Self Enquiry,1,27,Small Business,Female,3,3,Deluxe,4,Married,5,0,3,1,2,Manager,23926
200870,0,35,Self Enquiry,3,23,Salaried,Male,3,3,Deluxe,5,Divorced,4,1,3,1,1,Manager,23966
204751,0,41,Company Invited,1,16,Small Business,Female,3,4,Standard,3,Single,2,0,4,1,2,Senior Manager,32177
203595,0,29,Self Enquiry,1,34,Small Business,Female,3,6,Deluxe,5,Married,2,0,4,1,1,Manager,23886
201117,0,34,Self Enquiry,1,6,Salaried,Male,2,3,Deluxe,3,Married,1,0,4,1,0,Manager,20484
200506,0,37,Self Enquiry,1,9,Salaried,Male,2,3,Standard,3,Divorced,2,0,2,1,0,Senior Manager,24434
